-2.710230588912963867e+00;7.022134065628051758e-01;-1.574042558670043945e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.818869352340698242e+00;-2.628057479858398438e+00;-1.574042081832885742e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-8.821666240692138672e-01;3.223270893096923828e+00;-1.574043035507202148e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-3.802319169044494629e-01;-2.442580699920654297e+00;-1.574042081832885742e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-5.961629748344421387e-01;2.402672767639160156e+00;-1.574042916297912598e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.337365865707397461e+00;-1.619587063789367676e+00;-1.574042201042175293e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
2.411882162094116211e+00;2.922382831573486328e+00;-1.574042916297912598e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-2.143484830856323242e+00;-2.425207495689392090e-01;-1.574042439460754395e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-3.164502620697021484e+00;-2.249306917190551758e+00;-1.574042081832885742e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.993649840354919434e+00;-3.079724550247192383e+00;-1.574041962623596191e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
7.474321126937866211e-01;2.824258506298065186e-01;-1.574042558670043945e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-3.451290428638458252e-01;-4.735554754734039307e-01;-1.574042439460754395e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
3.844839930534362793e-01;3.103543281555175781e+00;-1.574043035507202148e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-1.480413556098937988e+00;-1.133284866809844971e-01;-1.574042439460754395e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.714197039604187012e+00;-1.416349291801452637e+00;-1.574042320251464844e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.057672739028930664e+00;-3.180021762847900391e+00;-1.574041962623596191e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.571145534515380859e+00;-1.851162552833557129e+00;-1.574042201042175293e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
2.010206133127212524e-01;3.199244022369384766e+00;-1.574043035507202148e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
1.067725777626037598e+00;3.215580701828002930e+00;-1.574043035507202148e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
2.575033426284790039e+00;1.082537055015563965e+00;-1.574042677879333496e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-2.745898723602294922e+00;-1.762608170509338379e+00;-1.574042201042175293e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
-7.495101541280746460e-02;-1.975272297859191895e+00;-1.574042201042175293e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
3.021476984024047852e+00;7.185415625572204590e-01;-1.574042558670043945e+00;1.017515174339678197e-07;1.192093321833453956e-07;1.000000000000000000e+00;0.000000000000000000e+00
